Day Date,Week End Date,Center Name,Driver Work Center Hrs Qty,Deliv Stops Qty
6/14/2019,6/15/2019,Mountain 2,142.96,1900
6/14/2019,6/15/2019,Mountain 3,319.17,4200
6/15/2019,6/15/2019,Mountain 1,34.20,135
6/15/2019,6/15/2019,Mountain 2,0.00,0
6/15/2019,6/15/2019,Mountain 3,19.04,95
6/16/2019,6/22/2019,Mountain 1,0.00,0
6/16/2019,6/22/2019,Mountain 2,0.00,0
6/16/2019,6/22/2019,Mountain 3,0.00,0
6/17/2019,6/22/2019,Mountain 1,252.24,2347
6/17/2019,6/22/2019,Mountain 2,144.10,1771
6/17/2019,6/22/2019,Mountain 3,288.05,3540
6/18/2019,6/22/2019,Mountain 1,257.21,2511
6/18/2019,6/22/2019,Mountain 2,136.65,1780
6/18/2019,6/22/2019,Mountain 3,256.24,3554
6/19/2019,6/22/2019,Mountain 1,255.77,2574
6/19/2019,6/22/2019,Mountain 2,151.05,2001
6/19/2019,6/22/2019,Mountain 3,297.28,4093
6/20/2019,6/22/2019,Mountain 1,261.17,2546
6/20/2019,6/22/2019,Mountain 2,156.59,2022
6/20/2019,6/22/2019,Mountain 3,311.21,4202
6/21/2019,6/22/2019,Mountain 1,256.49,2469
6/21/2019,6/22/2019,Mountain 2,151.50,1853
6/21/2019,6/22/2019,Mountain 3,300.40,4050
6/22/2019,6/22/2019,Mountain 1,34.95,113
6/22/2019,6/22/2019,Mountain 2,0.00,0
6/22/2019,6/22/2019,Mountain 3,20.85,102
6/23/2019,6/29/2019,Mountain 1,0.00,0
6/23/2019,6/29/2019,Mountain 2,0.00,0
6/23/2019,6/29/2019,Mountain 3,0.00,0
6/24/2019,6/29/2019,Mountain 1,267.30,2555
6/24/2019,6/29/2019,Mountain 2,147.69,1885
6/24/2019,6/29/2019,Mountain 3,281.21,3581
6/25/2019,6/29/2019,Mountain 1,269.35,2641
6/25/2019,6/29/2019,Mountain 2,156.00,1885
6/25/2019,6/29/2019,Mountain 3,276.23,3651
6/26/2019,6/29/2019,Mountain 1,258.30,2534
6/26/2019,6/29/2019,Mountain 2,162.99,2098
6/26/2019,6/29/2019,Mountain 3,295.23,4078
6/27/2019,6/29/2019,Mountain 1,273.78,2626
6/27/2019,6/29/2019,Mountain 2,164.81,2091
6/27/2019,6/29/2019,Mountain 3,328.62,4296
6/28/2019,6/29/2019,Mountain 1,272.74,2552
6/28/2019,6/29/2019,Mountain 2,160.95,2044
6/28/2019,6/29/2019,Mountain 3,321.42,4083
6/29/2019,6/29/2019,Mountain 1,29.96,145
6/29/2019,6/29/2019,Mountain 2,0.00,0
6/29/2019,6/29/2019,Mountain 3,20.15,122
6/30/2019,7/6/2019,Mountain 1,0.00,0
6/30/2019,7/6/2019,Mountain 2,0.00,0
6/30/2019,7/6/2019,Mountain 3,0.00,0
7/1/2019,7/6/2019,Mountain 1,279.35,2525
7/1/2019,7/6/2019,Mountain 2,164.27,1951
7/1/2019,7/6/2019,Mountain 3,298.60,3692
7/2/2019,7/6/2019,Mountain 1,270.66,2659
7/2/2019,7/6/2019,Mountain 2,149.36,1863
7/2/2019,7/6/2019,Mountain 3,292.62,3849
7/3/2019,7/6/2019,Mountain 1,290.16,2917
7/3/2019,7/6/2019,Mountain 2,158.17,2122
7/3/2019,7/6/2019,Mountain 3,311.17,4366
7/4/2019,7/6/2019,Mountain 1,0.00,0
7/4/2019,7/6/2019,Mountain 2,0.00,0
7/4/2019,7/6/2019,Mountain 3,0.00,0
7/5/2019,7/6/2019,Mountain 1,281.67,2807
7/5/2019,7/6/2019,Mountain 2,164.03,2057
7/5/2019,7/6/2019,Mountain 3,311.05,4196
7/6/2019,7/6/2019,Mountain 1,34.33,104
7/6/2019,7/6/2019,Mountain 2,0.00,0
7/6/2019,7/6/2019,Mountain 3,21.47,91
7/7/2019,7/13/2019,Mountain 1,0.00,0
7/7/2019,7/13/2019,Mountain 2,0.00,0
7/7/2019,7/13/2019,Mountain 3,0.00,0
7/8/2019,7/13/2019,Mountain 1,297.98,2976
7/8/2019,7/13/2019,Mountain 2,166.21,2059
7/8/2019,7/13/2019,Mountain 3,321.83,4205
7/9/2019,7/13/2019,Mountain 1,272.76,2720
7/9/2019,7/13/2019,Mountain 2,152.12,2096
7/9/2019,7/13/2019,Mountain 3,294.24,4061
7/10/2019,7/13/2019,Mountain 1,293.34,2978
7/10/2019,7/13/2019,Mountain 2,148.90,2049
7/10/2019,7/13/2019,Mountain 3,313.89,4283
7/11/2019,7/13/2019,Mountain 1,284.66,2987
7/11/2019,7/13/2019,Mountain 2,180.20,2411
7/11/2019,7/13/2019,Mountain 3,355.27,4497
7/12/2019,7/13/2019,Mountain 1,259.38,2614
7/12/2019,7/13/2019,Mountain 2,147.32,2018
7/12/2019,7/13/2019,Mountain 3,309.04,3999
7/13/2019,7/13/2019,Mountain 1,39.22,178
7/13/2019,7/13/2019,Mountain 2,0.00,0
7/13/2019,7/13/2019,Mountain 3,21.34,135
7/14/2019,7/20/2019,Mountain 1,0.00,0
7/14/2019,7/20/2019,Mountain 2,0.00,0
7/14/2019,7/20/2019,Mountain 3,0.00,0
7/15/2019,7/20/2019,Mountain 1,277.91,2725
7/15/2019,7/20/2019,Mountain 2,159.53,1919
7/15/2019,7/20/2019,Mountain 3,312.67,3884
7/16/2019,7/20/2019,Mountain 1,284.34,2724
7/16/2019,7/20/2019,Mountain 2,148.83,2004
7/16/2019,7/20/2019,Mountain 3,283.57,3704
7/17/2019,7/20/2019,Mountain 1,290.69,3014
7/17/2019,7/20/2019,Mountain 2,156.37,2109
7/17/2019,7/20/2019,Mountain 3,321.53,4250
7/18/2019,7/20/2019,Mountain 1,313.04,3087
7/18/2019,7/20/2019,Mountain 2,154.03,2200
7/18/2019,7/20/2019,Mountain 3,326.12,4374
7/19/2019,7/20/2019,Mountain 1,301.81,3045
7/19/2019,7/20/2019,Mountain 2,166.17,2318
7/19/2019,7/20/2019,Mountain 3,350.39,4557
7/20/2019,7/20/2019,Mountain 1,17.92,68
7/20/2019,7/20/2019,Mountain 2,16.11,78
7/20/2019,7/20/2019,Mountain 3,20.86,79
7/21/2019,7/27/2019,Mountain 1,0.00,0
7/21/2019,7/27/2019,Mountain 2,0.00,0
7/21/2019,7/27/2019,Mountain 3,0.00,0
7/22/2019,7/27/2019,Mountain 1,321.03,3108
7/22/2019,7/27/2019,Mountain 2,185.12,2326
7/22/2019,7/27/2019,Mountain 3,300.19,4067
7/23/2019,7/27/2019,Mountain 1,293.67,2923
7/23/2019,7/27/2019,Mountain 2,146.39,1944
7/23/2019,7/27/2019,Mountain 3,280.23,3635
7/24/2019,7/27/2019,Mountain 1,286.87,2804
7/24/2019,7/27/2019,Mountain 2,153.96,2129
7/24/2019,7/27/2019,Mountain 3,297.70,4146
7/25/2019,7/27/2019,Mountain 1,312.48,2968
7/25/2019,7/27/2019,Mountain 2,178.07,2189
7/25/2019,7/27/2019,Mountain 3,353.00,4598
7/26/2019,7/27/2019,Mountain 1,300.82,2869
7/26/2019,7/27/2019,Mountain 2,155.08,2091
7/26/2019,7/27/2019,Mountain 3,332.36,4139
7/27/2019,7/27/2019,Mountain 1,26.31,102
7/27/2019,7/27/2019,Mountain 2,11.25,44
7/27/2019,7/27/2019,Mountain 3,6.85,37
7/28/2019,8/3/2019,Mountain 1,0.00,0
7/28/2019,8/3/2019,Mountain 2,0.00,0
7/28/2019,8/3/2019,Mountain 3,0.00,0
7/29/2019,8/3/2019,Mountain 1,288.12,2623
7/29/2019,8/3/2019,Mountain 2,153.75,1889
7/29/2019,8/3/2019,Mountain 3,272.99,3583
7/30/2019,8/3/2019,Mountain 1,282.19,2778
7/30/2019,8/3/2019,Mountain 2,149.44,1966
7/30/2019,8/3/2019,Mountain 3,272.24,3578
7/31/2019,8/3/2019,Mountain 1,291.07,2789
7/31/2019,8/3/2019,Mountain 2,165.90,2080
7/31/2019,8/3/2019,Mountain 3,311.22,4224
8/1/2019,8/3/2019,Mountain 1,297.71,2835
8/1/2019,8/3/2019,Mountain 2,157.79,2037
8/1/2019,8/3/2019,Mountain 3,300.59,4093
8/2/2019,8/3/2019,Mountain 1,270.90,2554
8/2/2019,8/3/2019,Mountain 2,159.88,2018
8/2/2019,8/3/2019,Mountain 3,279.20,3814
8/3/2019,8/3/2019,Mountain 1,25.49,82
8/3/2019,8/3/2019,Mountain 2,21.81,66
8/3/2019,8/3/2019,Mountain 3,30.63,133
8/4/2019,8/10/2019,Mountain 1,0.00,0
8/4/2019,8/10/2019,Mountain 2,0.00,0
8/4/2019,8/10/2019,Mountain 3,0.00,0
8/5/2019,8/10/2019,Mountain 1,278.34,2645
8/5/2019,8/10/2019,Mountain 2,152.94,1885
8/5/2019,8/10/2019,Mountain 3,265.87,3439
8/6/2019,8/10/2019,Mountain 1,276.99,2765
8/6/2019,8/10/2019,Mountain 2,155.21,2033
8/6/2019,8/10/2019,Mountain 3,267.71,3626
8/7/2019,8/10/2019,Mountain 1,278.07,2768
8/7/2019,8/10/2019,Mountain 2,158.83,2109
8/7/2019,8/10/2019,Mountain 3,282.46,4041
8/8/2019,8/10/2019,Mountain 1,288.62,2894
8/8/2019,8/10/2019,Mountain 2,177.59,2347
8/8/2019,8/10/2019,Mountain 3,331.28,4589
8/9/2019,8/10/2019,Mountain 1,261.05,2475
8/9/2019,8/10/2019,Mountain 2,151.08,2020
8/9/2019,8/10/2019,Mountain 3,288.65,3855
8/10/2019,8/10/2019,Mountain 1,15.06,60
8/10/2019,8/10/2019,Mountain 2,22.09,47
8/10/2019,8/10/2019,Mountain 3,0.00,0
8/11/2019,8/17/2019,Mountain 1,0.00,0
8/11/2019,8/17/2019,Mountain 2,0.00,0
8/11/2019,8/17/2019,Mountain 3,0.00,0
8/12/2019,8/17/2019,Mountain 1,282.82,2695
8/12/2019,8/17/2019,Mountain 2,145.20,1910
8/12/2019,8/17/2019,Mountain 3,271.86,3664
8/13/2019,8/17/2019,Mountain 1,283.09,2785
8/13/2019,8/17/2019,Mountain 2,153.95,1996
8/13/2019,8/17/2019,Mountain 3,271.88,3676
8/14/2019,8/17/2019,Mountain 1,278.58,2744
8/14/2019,8/17/2019,Mountain 2,161.49,2157
8/14/2019,8/17/2019,Mountain 3,320.72,4482
8/15/2019,8/17/2019,Mountain 1,274.64,2787
8/15/2019,8/17/2019,Mountain 2,151.12,2122
8/15/2019,8/17/2019,Mountain 3,310.12,4280
8/16/2019,8/17/2019,Mountain 1,260.20,2586
8/16/2019,8/17/2019,Mountain 2,154.59,2040
8/16/2019,8/17/2019,Mountain 3,305.67,4061
8/17/2019,8/17/2019,Mountain 1,15.54,90
8/17/2019,8/17/2019,Mountain 2,28.13,50
8/17/2019,8/17/2019,Mountain 3,23.09,123
8/18/2019,8/24/2019,Mountain 1,0.00,0
8/18/2019,8/24/2019,Mountain 2,0.00,0
8/18/2019,8/24/2019,Mountain 3,0.00,0
8/19/2019,8/24/2019,Mountain 1,264.19,2647
8/19/2019,8/24/2019,Mountain 2,148.85,1999
8/19/2019,8/24/2019,Mountain 3,279.46,3627
8/20/2019,8/24/2019,Mountain 1,264.53,2723
8/20/2019,8/24/2019,Mountain 2,143.11,1941
8/20/2019,8/24/2019,Mountain 3,260.00,3585
8/21/2019,8/24/2019,Mountain 1,255.95,2638
8/21/2019,8/24/2019,Mountain 2,154.79,2120
8/21/2019,8/24/2019,Mountain 3,298.00,4057
8/22/2019,8/24/2019,Mountain 1,259.80,2663
8/22/2019,8/24/2019,Mountain 2,149.89,2140
8/22/2019,8/24/2019,Mountain 3,311.66,4237
8/23/2019,8/24/2019,Mountain 1,254.14,2591
8/23/2019,8/24/2019,Mountain 2,154.98,2052
8/23/2019,8/24/2019,Mountain 3,286.06,3884
8/24/2019,8/24/2019,Mountain 1,21.32,78
8/24/2019,8/24/2019,Mountain 2,17.27,48
8/24/2019,8/24/2019,Mountain 3,15.29,60
8/25/2019,8/31/2019,Mountain 1,0.00,0
8/25/2019,8/31/2019,Mountain 2,0.00,0
8/25/2019,8/31/2019,Mountain 3,0.00,0
8/26/2019,8/31/2019,Mountain 1,270.47,2681
8/26/2019,8/31/2019,Mountain 2,161.17,1994
8/26/2019,8/31/2019,Mountain 3,275.98,3685
8/27/2019,8/31/2019,Mountain 1,270.93,2812
8/27/2019,8/31/2019,Mountain 2,146.34,1998
8/27/2019,8/31/2019,Mountain 3,272.08,3680
8/28/2019,8/31/2019,Mountain 1,282.48,2823
8/28/2019,8/31/2019,Mountain 2,168.20,2255
8/28/2019,8/31/2019,Mountain 3,305.43,4273
8/29/2019,8/31/2019,Mountain 1,285.79,2737
8/29/2019,8/31/2019,Mountain 2,165.15,2202
8/29/2019,8/31/2019,Mountain 3,332.77,4404
8/30/2019,8/31/2019,Mountain 1,274.48,2631
8/30/2019,8/31/2019,Mountain 2,157.45,2029
8/30/2019,8/31/2019,Mountain 3,303.66,4107
8/31/2019,8/31/2019,Mountain 1,31.44,67
8/31/2019,8/31/2019,Mountain 2,10.10,33
8/31/2019,8/31/2019,Mountain 3,21.46,102
9/1/2019,9/7/2019,Mountain 1,0.00,0
9/1/2019,9/7/2019,Mountain 2,0.00,0
9/1/2019,9/7/2019,Mountain 3,0.00,0
9/2/2019,9/7/2019,Mountain 1,0.00,0
9/2/2019,9/7/2019,Mountain 2,0.00,0
9/2/2019,9/7/2019,Mountain 3,0.00,0
9/3/2019,9/7/2019,Mountain 1,260.94,2490
9/3/2019,9/7/2019,Mountain 2,139.37,1728
9/3/2019,9/7/2019,Mountain 3,269.07,3323
9/4/2019,9/7/2019,Mountain 1,286.37,2943
9/4/2019,9/7/2019,Mountain 2,155.36,2114
9/4/2019,9/7/2019,Mountain 3,268.18,3606
9/5/2019,9/7/2019,Mountain 1,285.22,3004
9/5/2019,9/7/2019,Mountain 2,166.13,2294
9/5/2019,9/7/2019,Mountain 3,312.15,4316
9/6/2019,9/7/2019,Mountain 1,283.77,2866
9/6/2019,9/7/2019,Mountain 2,181.89,2206
9/6/2019,9/7/2019,Mountain 3,329.40,4539
9/7/2019,9/7/2019,Mountain 1,18.59,48
9/7/2019,9/7/2019,Mountain 2,15.54,51
9/7/2019,9/7/2019,Mountain 3,16.85,71
9/8/2019,9/14/2019,Mountain 1,0.00,0
9/8/2019,9/14/2019,Mountain 2,0.00,0
9/8/2019,9/14/2019,Mountain 3,0.00,0
9/9/2019,9/14/2019,Mountain 1,286.03,2853
9/9/2019,9/14/2019,Mountain 2,161.00,2105
9/9/2019,9/14/2019,Mountain 3,302.32,3912
9/10/2019,9/14/2019,Mountain 1,264.30,2718
9/10/2019,9/14/2019,Mountain 2,156.97,2005
9/10/2019,9/14/2019,Mountain 3,268.27,3712
9/11/2019,9/14/2019,Mountain 1,265.28,2655
9/11/2019,9/14/2019,Mountain 2,162.62,2130
9/11/2019,9/14/2019,Mountain 3,311.88,4164
9/12/2019,9/14/2019,Mountain 1,273.94,2664
9/12/2019,9/14/2019,Mountain 2,156.35,2061
9/12/2019,9/14/2019,Mountain 3,304.29,4103
9/13/2019,9/14/2019,Mountain 1,254.23,2502
9/13/2019,9/14/2019,Mountain 2,146.22,1829
9/13/2019,9/14/2019,Mountain 3,279.64,3459
9/14/2019,9/14/2019,Mountain 1,20.57,52
9/14/2019,9/14/2019,Mountain 2,14.55,38
9/14/2019,9/14/2019,Mountain 3,6.55,30
9/15/2019,9/21/2019,Mountain 1,0.00,0
9/15/2019,9/21/2019,Mountain 2,0.00,0
9/15/2019,9/21/2019,Mountain 3,0.00,0
9/16/2019,9/21/2019,Mountain 1,266.28,2561
9/16/2019,9/21/2019,Mountain 2,146.72,1830
9/16/2019,9/21/2019,Mountain 3,271.23,3630
9/17/2019,9/21/2019,Mountain 1,251.62,2531
9/17/2019,9/21/2019,Mountain 2,136.76,1642
9/17/2019,9/21/2019,Mountain 3,236.70,3088
9/18/2019,9/21/2019,Mountain 1,253.99,2492
9/18/2019,9/21/2019,Mountain 2,142.75,1874
9/18/2019,9/21/2019,Mountain 3,265.01,3614
9/19/2019,9/21/2019,Mountain 1,280.69,2612
9/19/2019,9/21/2019,Mountain 2,162.53,1960
9/19/2019,9/21/2019,Mountain 3,289.92,3825
9/20/2019,9/21/2019,Mountain 1,249.70,2386
9/20/2019,9/21/2019,Mountain 2,135.33,1815
9/20/2019,9/21/2019,Mountain 3,262.18,3466
9/21/2019,9/21/2019,Mountain 1,19.98,62
9/21/2019,9/21/2019,Mountain 2,16.12,43
9/21/2019,9/21/2019,Mountain 3,20.57,79
9/22/2019,9/28/2019,Mountain 1,0.00,0
9/22/2019,9/28/2019,Mountain 2,0.00,0
9/22/2019,9/28/2019,Mountain 3,0.00,0
9/23/2019,9/28/2019,Mountain 1,250.21,2416
9/23/2019,9/28/2019,Mountain 2,144.19,1801
9/23/2019,9/28/2019,Mountain 3,245.33,3323
9/24/2019,9/28/2019,Mountain 1,253.62,2548
9/24/2019,9/28/2019,Mountain 2,139.99,1793
9/24/2019,9/28/2019,Mountain 3,230.18,3194
9/25/2019,9/28/2019,Mountain 1,260.51,2570
9/25/2019,9/28/2019,Mountain 2,145.52,1900
9/25/2019,9/28/2019,Mountain 3,249.62,3596
9/26/2019,9/28/2019,Mountain 1,254.32,2459
9/26/2019,9/28/2019,Mountain 2,136.79,1927
9/26/2019,9/28/2019,Mountain 3,275.47,3780
9/27/2019,9/28/2019,Mountain 1,247.66,2364
9/27/2019,9/28/2019,Mountain 2,137.04,1807
9/27/2019,9/28/2019,Mountain 3,244.76,3442
9/28/2019,9/28/2019,Mountain 1,19.24,58
9/28/2019,9/28/2019,Mountain 2,16.19,36
9/28/2019,9/28/2019,Mountain 3,19.78,72
9/29/2019,10/5/2019,Mountain 1,0.00,0
9/29/2019,10/5/2019,Mountain 2,0.00,0
9/29/2019,10/5/2019,Mountain 3,0.00,0
9/30/2019,10/5/2019,Mountain 1,265.82,2500
9/30/2019,10/5/2019,Mountain 2,143.10,1814
9/30/2019,10/5/2019,Mountain 3,246.48,3226
10/1/2019,10/5/2019,Mountain 1,251.91,2378
10/1/2019,10/5/2019,Mountain 2,142.15,1785
10/1/2019,10/5/2019,Mountain 3,223.64,3130
10/2/2019,10/5/2019,Mountain 1,250.78,2427
10/2/2019,10/5/2019,Mountain 2,143.59,1837
10/2/2019,10/5/2019,Mountain 3,254.31,3569
10/3/2019,10/5/2019,Mountain 1,265.87,2491
10/3/2019,10/5/2019,Mountain 2,153.80,1919
10/3/2019,10/5/2019,Mountain 3,256.21,3600
10/4/2019,10/5/2019,Mountain 1,258.65,2399
10/4/2019,10/5/2019,Mountain 2,143.36,1870
10/4/2019,10/5/2019,Mountain 3,251.80,3636
10/5/2019,10/5/2019,Mountain 1,18.64,55
10/5/2019,10/5/2019,Mountain 2,16.94,35
10/5/2019,10/5/2019,Mountain 3,15.99,68
10/6/2019,10/12/2019,Mountain 1,0.00,0
10/6/2019,10/12/2019,Mountain 2,0.00,0
10/6/2019,10/12/2019,Mountain 3,0.00,0
10/7/2019,10/12/2019,Mountain 1,261.90,2466
10/7/2019,10/12/2019,Mountain 2,136.10,1726
10/7/2019,10/12/2019,Mountain 3,246.97,3186
10/8/2019,10/12/2019,Mountain 1,271.72,2640
10/8/2019,10/12/2019,Mountain 2,138.18,1799
10/8/2019,10/12/2019,Mountain 3,232.09,3160
10/9/2019,10/12/2019,Mountain 1,253.72,2416
10/9/2019,10/12/2019,Mountain 2,138.86,1832
10/9/2019,10/12/2019,Mountain 3,256.53,3581
10/10/2019,10/12/2019,Mountain 1,275.62,2455
10/10/2019,10/12/2019,Mountain 2,149.49,1886
10/10/2019,10/12/2019,Mountain 3,266.97,3630
10/11/2019,10/12/2019,Mountain 1,249.52,2264
10/11/2019,10/12/2019,Mountain 2,133.61,1675
10/11/2019,10/12/2019,Mountain 3,255.21,3452
10/12/2019,10/12/2019,Mountain 1,20.00,63
10/12/2019,10/12/2019,Mountain 2,18.50,44
10/12/2019,10/12/2019,Mountain 3,16.94,68
10/13/2019,10/19/2019,Mountain 1,0.00,0
10/13/2019,10/19/2019,Mountain 2,0.00,0
10/13/2019,10/19/2019,Mountain 3,0.00,0
10/14/2019,10/19/2019,Mountain 1,276.09,2663
10/14/2019,10/19/2019,Mountain 2,141.01,1918
10/14/2019,10/19/2019,Mountain 3,262.00,3600
10/15/2019,10/19/2019,Mountain 1,268.43,2660
10/15/2019,10/19/2019,Mountain 2,134.92,1740
10/15/2019,10/19/2019,Mountain 3,236.90,3245
10/16/2019,10/19/2019,Mountain 1,256.99,2608
10/16/2019,10/19/2019,Mountain 2,146.83,1874
10/16/2019,10/19/2019,Mountain 3,258.38,3681
10/17/2019,10/19/2019,Mountain 1,263.59,2513
10/17/2019,10/19/2019,Mountain 2,142.58,1852
10/17/2019,10/19/2019,Mountain 3,257.64,3509
10/18/2019,10/19/2019,Mountain 1,267.34,2460
10/18/2019,10/19/2019,Mountain 2,143.87,1788
10/18/2019,10/19/2019,Mountain 3,244.66,3380
10/19/2019,10/19/2019,Mountain 1,21.14,76
10/19/2019,10/19/2019,Mountain 2,18.66,28
10/19/2019,10/19/2019,Mountain 3,19.68,57
10/20/2019,10/26/2019,Mountain 1,0.00,0
10/20/2019,10/26/2019,Mountain 2,0.00,0
10/20/2019,10/26/2019,Mountain 3,0.00,0
10/21/2019,10/26/2019,Mountain 1,279.26,2490
10/21/2019,10/26/2019,Mountain 2,149.03,1747
10/21/2019,10/26/2019,Mountain 3,258.15,3352
10/22/2019,10/26/2019,Mountain 1,281.53,2664
10/22/2019,10/26/2019,Mountain 2,133.50,1816
10/22/2019,10/26/2019,Mountain 3,247.17,3259
10/23/2019,10/26/2019,Mountain 1,287.83,2739
10/23/2019,10/26/2019,Mountain 2,144.01,2000
10/23/2019,10/26/2019,Mountain 3,270.70,3945
10/24/2019,10/26/2019,Mountain 1,316.30,2650
10/24/2019,10/26/2019,Mountain 2,137.15,1808
10/24/2019,10/26/2019,Mountain 3,279.98,3494
10/25/2019,10/26/2019,Mountain 1,283.05,2594
10/25/2019,10/26/2019,Mountain 2,164.40,2110
10/25/2019,10/26/2019,Mountain 3,280.98,3767
10/26/2019,10/26/2019,Mountain 1,19.10,46
10/26/2019,10/26/2019,Mountain 2,21.29,31
10/26/2019,10/26/2019,Mountain 3,13.63,49
10/27/2019,11/2/2019,Mountain 1,0.00,0
10/27/2019,11/2/2019,Mountain 2,0.00,0
10/27/2019,11/2/2019,Mountain 3,0.00,0
10/28/2019,11/2/2019,Mountain 1,296.20,2500
10/28/2019,11/2/2019,Mountain 2,149.57,1955
10/28/2019,11/2/2019,Mountain 3,256.60,3200
10/29/2019,11/2/2019,Mountain 1,297.03,2575
10/29/2019,11/2/2019,Mountain 2,132.26,1732
10/29/2019,11/2/2019,Mountain 3,254.82,3099
10/30/2019,11/2/2019,Mountain 1,308.36,2600
10/30/2019,11/2/2019,Mountain 2,180.58,2014
10/30/2019,11/2/2019,Mountain 3,311.26,3724
10/31/2019,11/2/2019,Mountain 1,322.54,2736
10/31/2019,11/2/2019,Mountain 2,182.58,2142
10/31/2019,11/2/2019,Mountain 3,288.58,3791
11/1/2019,11/2/2019,Mountain 1,300.03,2571
11/1/2019,11/2/2019,Mountain 2,155.23,1966
11/1/2019,11/2/2019,Mountain 3,288.25,3748
11/2/2019,11/2/2019,Mountain 1,27.33,92
11/2/2019,11/2/2019,Mountain 2,19.99,47
11/2/2019,11/2/2019,Mountain 3,22.31,86
11/3/2019,11/9/2019,Mountain 1,0.00,0
11/3/2019,11/9/2019,Mountain 2,0.00,0
11/3/2019,11/9/2019,Mountain 3,0.00,0
11/4/2019,11/9/2019,Mountain 1,276.30,2511
11/4/2019,11/9/2019,Mountain 2,149.43,1845
11/4/2019,11/9/2019,Mountain 3,264.38,3283
11/5/2019,11/9/2019,Mountain 1,271.30,2645
11/5/2019,11/9/2019,Mountain 2,157.89,1886
11/5/2019,11/9/2019,Mountain 3,278.38,3424
11/6/2019,11/9/2019,Mountain 1,285.89,2717
11/6/2019,11/9/2019,Mountain 2,167.74,2106
11/6/2019,11/9/2019,Mountain 3,273.31,3670
11/7/2019,11/9/2019,Mountain 1,275.90,2531
11/7/2019,11/9/2019,Mountain 2,163.12,1983
11/7/2019,11/9/2019,Mountain 3,268.86,3505
11/8/2019,11/9/2019,Mountain 1,261.52,2525
11/8/2019,11/9/2019,Mountain 2,167.46,1972
11/8/2019,11/9/2019,Mountain 3,279.45,3696
11/9/2019,11/9/2019,Mountain 1,25.75,80
11/9/2019,11/9/2019,Mountain 2,16.36,50
11/9/2019,11/9/2019,Mountain 3,18.21,64
11/10/2019,11/16/2019,Mountain 1,0.00,0
11/10/2019,11/16/2019,Mountain 2,0.00,0
11/10/2019,11/16/2019,Mountain 3,0.00,0
11/11/2019,11/16/2019,Mountain 1,271.75,2547
11/11/2019,11/16/2019,Mountain 2,164.46,1994
11/11/2019,11/16/2019,Mountain 3,261.98,3489
11/12/2019,11/16/2019,Mountain 1,274.19,2758
11/12/2019,11/16/2019,Mountain 2,163.27,1966
11/12/2019,11/16/2019,Mountain 3,250.32,3224
11/13/2019,11/16/2019,Mountain 1,263.13,2604
11/13/2019,11/16/2019,Mountain 2,164.34,2054
11/13/2019,11/16/2019,Mountain 3,264.49,3757
11/14/2019,11/16/2019,Mountain 1,263.39,2534
11/14/2019,11/16/2019,Mountain 2,156.23,2002
11/14/2019,11/16/2019,Mountain 3,269.81,3695
11/15/2019,11/16/2019,Mountain 1,286.84,2771
11/15/2019,11/16/2019,Mountain 2,174.43,2051
11/15/2019,11/16/2019,Mountain 3,311.50,3911
11/16/2019,11/16/2019,Mountain 1,25.05,72
11/16/2019,11/16/2019,Mountain 2,17.70,51
11/16/2019,11/16/2019,Mountain 3,20.51,72
11/17/2019,11/23/2019,Mountain 1,0.00,0
11/17/2019,11/23/2019,Mountain 2,0.00,0
11/17/2019,11/23/2019,Mountain 3,0.00,0
11/18/2019,11/23/2019,Mountain 1,284.87,2684
11/18/2019,11/23/2019,Mountain 2,177.09,2005
11/18/2019,11/23/2019,Mountain 3,283.64,3548
11/19/2019,11/23/2019,Mountain 1,298.39,2913
11/19/2019,11/23/2019,Mountain 2,156.28,1967
11/19/2019,11/23/2019,Mountain 3,263.78,3423
11/20/2019,11/23/2019,Mountain 1,301.51,2824
11/20/2019,11/23/2019,Mountain 2,173.51,2173
11/20/2019,11/23/2019,Mountain 3,289.46,3884
11/21/2019,11/23/2019,Mountain 1,295.43,2768
11/21/2019,11/23/2019,Mountain 2,165.26,1996
11/21/2019,11/23/2019,Mountain 3,288.28,3742
11/22/2019,11/23/2019,Mountain 1,301.55,2560
11/22/2019,11/23/2019,Mountain 2,212.25,2176
11/22/2019,11/23/2019,Mountain 3,318.91,3961
11/23/2019,11/23/2019,Mountain 1,34.51,113
11/23/2019,11/23/2019,Mountain 2,0.00,0
11/23/2019,11/23/2019,Mountain 3,20.27,76
11/24/2019,11/30/2019,Mountain 1,0.00,0
11/24/2019,11/30/2019,Mountain 2,0.00,0
11/24/2019,11/30/2019,Mountain 3,0.00,0
11/25/2019,11/30/2019,Mountain 1,330.73,3154
11/25/2019,11/30/2019,Mountain 2,213.47,2261
11/25/2019,11/30/2019,Mountain 3,291.72,3609
11/26/2019,11/30/2019,Mountain 1,286.23,2574
11/26/2019,11/30/2019,Mountain 2,173.07,1517
11/26/2019,11/30/2019,Mountain 3,281.99,3284
11/27/2019,11/30/2019,Mountain 1,299.10,2626
11/27/2019,11/30/2019,Mountain 2,222.48,2424
11/27/2019,11/30/2019,Mountain 3,302.68,3516
11/28/2019,11/30/2019,Mountain 1,0.00,0
11/28/2019,11/30/2019,Mountain 2,0.00,0
11/28/2019,11/30/2019,Mountain 3,0.00,0
